id,openai_ai_digital_score,openai_ai_digital_keywords,openai_ai_digital_reason,score_version
123.0,0.0,,岗位描述主要是民航货站储备岗的学历、英语、综合素质和工作地点要求，没有出现软件、数据、系统、自动化或AI相关技术内容，因此判为0分。,expert_prompt_v1_one_ad_per_request
124.0,1.0,设备维护、维修、调试、验收、自动化类、机械制图、办公软件,岗位核心是锂电生产设备的维护、安装、调试和工艺改善，属于传统制造业设备工程/自动化相关工作；提到办公软件和机械制图等基础数字工具，但没有数据分析、编程或AI内容，因此判为1分。,expert_prompt_v1_one_ad_per_request
125.0,0.0,市场信息、市场趋势、销售计划、渠道营销策略,岗位主要是食品工业渠道销售与市场管理，没有软件、数据分析、算法、AI或其他数字技术相关要求，属于传统销售岗位。,expert_prompt_v1_one_ad_per_request
127.0,1.0,服务端开发、后端架构、Java、数据结构和算法、TCP/IP、HTTP、MySQL、Nginx、Redis,职位主要是后端软件开发和基础架构建设，涉及常见IT技术栈与系统开发，但没有数据分析、算法模型或任何明确AI相关内容，因此归为基础数字/IT类。,expert_prompt_v1_one_ad_per_request
128.0,0.0,"市场营销, 市场分析, 客户服务, 沟通能力",岗位描述为传统市场营销与客户服务要求，没有出现软件、数据分析、数字化系统或AI相关内容，属于非AI/数字技术岗位。,expert_prompt_v1_one_ad_per_request
130.0,1.0,办公软件；简单软硬件维护,岗位以综合行政、会务、资产和团队管理为主，只有熟练使用办公软件和简单软硬件维护/协调等基础数字化要求，未涉及数据分析或AI技术。,expert_prompt_v1_one_ad_per_request
131.0,1.0,网站搜索，海关数据，对账，开票，订单跟进，进出口业务,岗位以外贸跟单和业务流程为主，包含使用网站搜索和海关数据等基础数字化工具，但没有数据分析、编程或AI相关内容，属于基础数字/IT应用。,expert_prompt_v1_one_ad_per_request
132.0,0.0,"客户业务填单, 业务受理, 客户引流, 营销转介, 客户维护, 推送优惠活动",岗位主要是银行厅堂服务、业务受理和客户营销转介，没有出现软件、数据、系统、自动化或AI相关内容，属于非数字/非AI岗位。,expert_prompt_v1_one_ad_per_request
133.0,1.0,"Minitable/JMP, 数据分析工具, SPC, FMEA, MSA, DFSS, 8D, 5Why, 专案管理",岗位核心是质量管理与持续改善，出现了JMP/Minitable等数据分析工具，但主要是质量工程和流程改进，不涉及明显的数据科学或AI技术，因此判为基础数字/IT相关的1分。,expert_prompt_v1_one_ad_per_request
134.0,0.0,,岗位职责主要是区域销售、经销商管理、招投标和市场信息收集，没有出现软件、数据、自动化、AI或其他数字技术相关内容。,expert_prompt_v1_one_ad_per_request
135.0,2.0,质量数据分析、GRR、SPC、Minitab、排列图、鱼骨图、数据收集和分析,岗位核心是质量管理与供应商管理，但明确包含数据分析、SPC和Minitab等数字化/统计分析工具，属于较强的数据分析类工作，不涉及AI本身。,expert_prompt_v1_one_ad_per_request
136.0,0.0,,岗位内容主要是保险保单整理、客户信息更新、保全变更和理财/保障咨询，没有出现软件、数据、系统、自动化或AI等数字技术相关要求。,expert_prompt_v1_one_ad_per_request
137.0,3.0,"算法, ISP, 3A, HDR, 插帧, 去雾, 图像/视频算法, Python, C/C++, Matlab, 计算机, 模式识别, 数字信号处理",岗位核心是视频/图像ISP算法研发与优化，明确涉及算法研究、调优和验证，并要求Python/C++/Matlab等编程能力，属于明确的AI/算法类岗位。,expert_prompt_v1_one_ad_per_request
138.0,1.0,分析活动执行效果和数据,岗位主要是推广活动执行与培训，包含对活动效果和数据的基础分析，但没有数据分析、编程、数据库或AI等更强的数字技术要求，属于基础数字化内容。,expert_prompt_v1_one_ad_per_request
139.0,3.0,"算法研究员, 算法设计/开发, 机器视觉, 图像处理, 模式识别, OpenCV, Halcon, AOI",岗位明确涉及算法研发与优化，并出现机器视觉、图像处理、模式识别等典型AI/计算机视觉方向关键词，属于显式AI内容。,expert_prompt_v1_one_ad_per_request
140.0,0.0,法律；法学；审计学；会计学；财政学；税收学；国际金融；经济学,岗位内容主要是法律、审计和财务相关专业要求，没有出现软件、数据分析、信息系统、数字化或AI等技术内容。,expert_prompt_v1_one_ad_per_request
141.0,1.0,"信息化建设, 信息系统, 网络系统, 信息技术培训, 系统供应商, 信息管理, 系统运行, 制造业信息化, 软件/系统管理维护",岗位核心是企业信息化建设、信息系统管理与维护、网络安全和流程优化，属于典型的IT/数字化管理岗位，但未涉及数据分析、算法或人工智能相关内容。,expert_prompt_v1_one_ad_per_request
142.0,0.0,质量管理体系、标准化文件、内部体系审核、体系认证,岗位主要是质量管理与体系运营、文档归档和审核认证，不涉及AI、数据分析、软件开发或其他数字技术内容。,expert_prompt_v1_one_ad_per_request
143.0,0.0,,职位为储备干部，描述仅涉及年龄、学历和机械类专业优先，没有提到任何AI、数字化、软件、数据分析或IT相关内容。,expert_prompt_v1_one_ad_per_request
144.0,0.0,线上查勘、在线解答、线上协商,岗位主要是保险理赔与客服协作，虽然涉及线上处理和在线沟通，但没有软件、数据、自动化或AI相关技术内容，属于非数字技术岗位。,expert_prompt_v1_one_ad_per_request
145.0,0.0,常规分析仪器、注册申报资料撰写、原始记录、实验室日常维护,岗位内容主要是药学/化学分析、法规申报和实验室维护，没有体现软件、数据分析、自动化、AI或数字化技术要求。,expert_prompt_v1_one_ad_per_request
146.0,1.0,弱电智能化、办公软件、资料统计、归档、询价比价、供应商渠道,岗位涉及弱电智能化行业和常规办公软件使用，属于基础数字化/IT相关，但没有数据分析、编程或AI技术内容。,expert_prompt_v1_one_ad_per_request
147.0,0.0,无明显AI/数字技术关键词；偏农业保险、政务关系、承保理赔、业务拓展,岗位主要是农业保险客户与政府关系维护、承保理赔和业务拓展，没有涉及软件、数据分析、自动化或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
149.0,0.0,,岗位内容以市场调研、广告制作、宣传、销售和活动策划为主，没有出现软件、数据分析、自动化、AI或其他数字技术相关要求。,expert_prompt_v1_one_ad_per_request
150.0,0.0,无明显AI/数字化关键词；材料研发、工程塑料改性、合成,职位内容主要是高分子材料/工程塑料研发，不涉及软件、数据、自动化、AI或其他数字技术，因此判为0。,expert_prompt_v1_one_ad_per_request
151.0,0.0,,岗位为销售工程师，主要职责是客户对接、项目跟踪、成本核算、报价、合同与验收协调等传统销售工作，没有出现软件、数据、IT、自动化或AI相关内容。,expert_prompt_v1_one_ad_per_request
152.0,0.0,招聘流程、招聘体系、招聘渠道、简历甄别、面试、劳动法规,岗位主要是人力资源招聘管理，内容集中在招聘流程、渠道和人员选拔，没有明显的软件、数据分析、AI或数字化技术要求。,expert_prompt_v1_one_ad_per_request
153.0,0.0,,岗位内容主要是保险理赔、线上查勘、客户协商与案件判断，没有出现软件、数据、算法、AI等数字技术相关要求。,expert_prompt_v1_one_ad_per_request
154.0,0.0,销售; 新客户开发; 客户沟通; 订单跟踪; 对账回款; 半导体行业销售; 英语/日语/韩语,岗位是销售经理，主要职责为客户开发、订单跟踪和回款管理，没有出现软件、数据、自动化或AI相关技术要求，数字化内容不明显。,expert_prompt_v1_one_ad_per_request
155.0,0.0,"销售, 新客户开发, 客户沟通, 订单跟踪, 对账回款, 半导体行业",岗位核心是销售管理和客户维护，没有出现软件、数据、自动化、AI等数字技术内容；半导体行业背景不等于AI/数字技能要求。,expert_prompt_v1_one_ad_per_request
156.0,1.0,云计算、互联网、市场分析、分析模型、网络市场品牌推广,岗位以市场管理和品牌推广为主，未涉及AI/算法等高级技术；但要求具备云计算、互联网背景，并提到分析模型和网络市场推广，属于基础数字/IT相关内容。,expert_prompt_v1_one_ad_per_request
157.0,0.0,"NMR, HPLC, MS, 图谱分析, 合成工艺, 结构鉴定",岗位主要是药物化学合成与工艺研发，涉及实验分析仪器和图谱鉴定，但没有AI、数据分析、软件开发或数字化技术要求，因此判为0。,expert_prompt_v1_one_ad_per_request
158.0,0.0,无AI/数字技术相关关键词；配送司机、车辆维护、驾驶经验、上岗证,岗位是配送司机，职责集中在货运驾驶、车辆维护和物流配送，没有软件、数据、自动化或人工智能相关内容。,expert_prompt_v1_one_ad_per_request
159.0,1.0,"DCS专员, 自动化系统, 管理操作, 生产过程参数记录",岗位涉及DCS和生产自动化系统的管理与操作，属于工业控制/自动化类数字技术应用；未出现数据分析、算法或人工智能相关内容。,expert_prompt_v1_one_ad_per_request
160.0,1.0,"CAD, 绘图软件, 项目设计",岗位要求熟练使用CAD等绘图软件，属于基础数字化/工程软件技能；未涉及数据分析、算法或人工智能。,expert_prompt_v1_one_ad_per_request
161.0,1.0,OFFICE软件、采购报表、采购分析、成本分析,岗位以采购与供应商沟通为主，未涉及AI或数据技术；仅出现常规办公软件和报表/分析等基础数字化办公内容，因此判为1。,expert_prompt_v1_one_ad_per_request
162.0,1.0,财务报表、数据整理、审核、财务管理,岗位以财务审核、费用管理和报表制作为主，涉及少量数据整理和办公数据处理，但没有AI、编程或数据分析等更强数字技术要求，因此归为基础数字/IT相关（1分）。,expert_prompt_v1_one_ad_per_request
163.0,1.0,"数据, 科技, 气象遥感, 精算, 数理统计, 农网建设, 综合金融, 保险销售服务网络",岗位以农业保险策略、渠道建设和业务推动为主，包含少量数据/科技相关背景要求（如数据、科技、气象遥感、精算、统计），但没有明确的AI、算法或数据分析类核心职责，因此归为基础数字/IT相关的1级。,expert_prompt_v1_one_ad_per_request
164.0,0.0,体系文件、作业SOP、工作计划、培训管理、工单投诉,岗位主要是环境/物业保洁管理与供应商协调、现场监督和培训，未体现软件、数据、自动化或AI等数字技术内容；SOP和工单更多是管理流程而非数字化技能。,expert_prompt_v1_one_ad_per_request
165.0,1.0,机械自动化、供应链管理、价格成本分析、市场分析,岗位以采购和供应链管理为主，涉及机械自动化相关专业背景及基础分析能力，但没有数据分析工具、算法或AI技术要求，属于基础数字化/IT相关程度。,expert_prompt_v1_one_ad_per_request
166.0,0.0,项目管理；资源库；招投标管理；行销支持,职位以客户经理、产品支持、行销和项目管理为主，没有明确的软件、数据、编程、算法或AI相关要求；“资源库”更偏业务资料整理，不构成数字技术内容。,expert_prompt_v1_one_ad_per_request
167.0,2.0,ERP系统维护、系统设计、编程、调试、模块测试、软件开发、系统维护和升级、ERP数据处理、查询、统计和分析、SQL数据库,岗位包含明显的数字化/IT工作内容，如ERP运维、系统设计、软件开发、数据库SQL和数据处理分析，但没有人工智能、机器学习等AI相关表述，因此评为2。,expert_prompt_v1_one_ad_per_request
168.0,0.0,"项目管理, 跨部门沟通, 进度跟进, 结案, 总结分析, PMP",岗位主要是传统项目管理与跨部门协调，涉及进度、流程和管理，不包含软件、数据、AI或其他明确数字技术内容，因此判为0。,expert_prompt_v1_one_ad_per_request
169.0,2.0,经营分析、投产追踪、考核方案测算、核心业务数据跟进、部门指标数据预测、Excel、PPT,岗位核心是经营分析和业务数据跟踪预测，明显涉及数据分析与指标测算，属于较强的数据/数字化内容；但未出现AI、机器学习等明确人工智能技术。,expert_prompt_v1_one_ad_per_request
170.0,1.0,电气工程及其自动化、变电站运行管理、发电厂生产管理、运维、数据、现场报告,岗位主要是电力/风电场运维与现场管理，包含一些数据记录和生产管理信息化属性，但没有明确的数据分析、软件开发或AI技术要求，因此评为基础数字/IT相关程度。,expert_prompt_v1_one_ad_per_request
171.0,0.0,,该岗位主要是保险销售、培训和管理培养计划，未出现软件、数据、云计算、自动化或人工智能等数字技术相关内容。,expert_prompt_v1_one_ad_per_request
172.0,0.0,风险研究，市场研究，项目服务，安全管理，定价，理赔,岗位主要是风控、市场研究和安全管理相关，没有出现软件、数据分析、数字化、AI或算法等技术内容，属于非AI/数字类职位。,expert_prompt_v1_one_ad_per_request
173.0,1.0,智能化设计、数采与控制闭环、仪表测量点、控制方案、DCS组态、PID整定、自动化设备、数字化相关,岗位主要是化工装备/仪表/自动化与控制系统设计，包含DCS组态、PID整定、数采与控制闭环等典型数字化/自动化内容，但没有明确提到AI、机器学习或大模型，因此判为1。,expert_prompt_v1_one_ad_per_request
174.0,0.0,培训管理、课程评估、技能提升、内训组织,岗位主要是培训运营与课程组织管理，没有出现软件、数据、自动化或人工智能等数字技术相关要求，属于非AI/数字化岗位。,expert_prompt_v1_one_ad_per_request
175.0,1.0,"测试设备, 测试标准, 测试方法, 系统搭建, 工艺设计, 标准化操作流程",岗位主要是材料研发与工艺测试，包含测试设备维护、测试方法/标准和系统搭建等一般数字化/工程技术内容，但没有数据分析、编程或AI相关要求，因此评为1。,expert_prompt_v1_one_ad_per_request
176.0,0.0,无明显AI/数字化关键词；理赔、保险、驾驶资格、五险二金,职位内容主要是保险理赔与线下业务支持，没有涉及软件、数据分析、自动化、AI或其他数字技术要求。,expert_prompt_v1_one_ad_per_request
177.0,2.0,指标分析、线上合作推动、数统、计算机,岗位包含业绩及指标分析、线上合作推动等数字化/数据化工作内容，且优先专业涉及数统和计算机，但未出现明确AI技术词汇，因此评为2分。,expert_prompt_v1_one_ad_per_request
178.0,0.0,生产设备操作、工艺控制、生产记录、数据整理,岗位主要是化工生产操作与设备维护，涉及的“数据整理”仅为基础记录工作，不包含明显的信息化、数据分析或AI技术内容。,expert_prompt_v1_one_ad_per_request
179.0,1.0,线上推广；计算机及互联网；网络公司；电话营销,岗位以金融销售为主，没有AI或数据分析要求；仅出现线上推广、互联网/网络公司、电话营销等基础数字化/互联网相关信号，因此判为1分。,expert_prompt_v1_one_ad_per_request
180.0,1.0,"自动化生产线改造, 机械臂, 机器人, 制图软件 Creo, SolidWorks",岗位涉及自动化产线改造、机械臂/机器人相关设计以及CAD制图软件，属于基础数字化/工业自动化内容；未出现数据分析、算法或AI模型等更强AI/数据技术表述。,expert_prompt_v1_one_ad_per_request
181.0,1.0,金融计算引擎开发与维护；编程基础；交易策略研发,岗位包含金融计算引擎开发和编程要求，属于基础数字/IT与软件开发相关内容；未出现数据分析、机器学习或人工智能等更强AI信号。,expert_prompt_v1_one_ad_per_request
182.0,0.0,"现场查勘, 理赔, 保险责任, 损失确定, 理赔咨询",岗位内容是车险理赔、查勘和客户协商，属于传统保险服务流程，没有软件、数据、算法或AI相关技术要求。,expert_prompt_v1_one_ad_per_request
183.0,1.0,教育信息化、软硬件产品、政府招投标、渠道管理、市场信息收集,岗位核心是教育信息化产品销售，涉及软硬件、信息化和渠道/招投标等数字化相关内容，但没有数据分析、算法或人工智能等更高级技术要求。,expert_prompt_v1_one_ad_per_request
184.0,2.0,自动化、信息化、智能仓储物流系统、物流跟踪及管理系统、无线数据传输系统、自动行车系统、图像识别系统、硬件系统和软件系统、智能化,岗位聚焦工业自动化和信息化解决方案销售，涉及智能仓储、物流管理、自动行车、图像识别等数字化系统，但未明确出现人工智能/机器学习等典型AI技术，因此评为2分。,expert_prompt_v1_one_ad_per_request
185.0,1.0,"数据支持, 质量管理, 生产管理, 工艺流程, 设备维护, ISO9001",岗位以模切生产管理、工艺优化、质量控制和设备维护为主，没有AI或数据分析类技术要求；仅出现“数据支持”等一般数字化表述，属于基础数字/IT相关程度很低。,expert_prompt_v1_one_ad_per_request
186.0,2.0,"大数据工程师, 数据仓库, ETL开发, 实时处理系统, 大数据基础架构平台, 分布式数据仓库, 海量数据批处理平台, 数据中台, 知识图谱",岗位核心是大数据、数据仓库、ETL、实时处理和数据中台建设，属于强数据/数字化技术岗位；未明确提到人工智能、机器学习或大模型，因此不评为3。,expert_prompt_v1_one_ad_per_request
187.0,1.0,数字医疗服务市场趋势；医疗信息化；用户体验,岗位以医学策略、临床研究和学术支持为主，没有AI算法或数据建模要求；但提到数字医疗服务市场趋势和医疗信息化，属于基础数字化/IT相关内容，因此评为1。,expert_prompt_v1_one_ad_per_request
188.0,0.0,无AI/数字化关键词,岗位为厨师/厨师长，职责集中在烹饪、菜谱制定、食堂管理和卫生安全，不涉及AI、数字化、数据分析或IT技术。,expert_prompt_v1_one_ad_per_request
189.0,1.0,"财务数据, 预算分析, 数据敏感, 数据分析能力",岗位以会计和财务管理为主，没有AI、大数据或编程等明确技术要求；但涉及财务数据分析和预算分析，属于基础数字化/数据处理内容，因此评为1。,expert_prompt_v1_one_ad_per_request
190.0,0.0,无明显AI/数字技术关键词；客户拓展；市场营销；业务融合发展,该岗位主要是市场营销和客户拓展类工作，没有出现软件、数据、编程、云计算、人工智能等数字技术或AI相关要求，因此判定为0。,expert_prompt_v1_one_ad_per_request
191.0,0.0,无明显AI/数字化技术关键词；主要是商务跟单、合同、下单备货、收款、发货、开票、招投标、流程优化,岗位职责以商务支持、客户服务和流程跟进为主，没有软件、数据分析、系统、算法或AI相关内容，属于非数字技术岗位。,expert_prompt_v1_one_ad_per_request
192.0,0.0,无明显AI/数字化关键词；车险理赔、现场查勘、损失确定、理赔咨询,岗位内容主要是车险理赔和现场查勘等线下业务，不涉及软件、数据分析、信息系统或AI相关技术。,expert_prompt_v1_one_ad_per_request
193.0,1.0,B2B，互联网，网络交流工具，社交网络，EMAIL,岗位主要是外贸业务，但要求熟悉B2B和互联网，使用网络交流工具与社交网络，属于基础数字化/线上办公与沟通工具使用，没有AI或数据分析内容。,expert_prompt_v1_one_ad_per_request
194.0,1.0,"IT基础建设, 计算机软硬件维护, IT网络维护, 应用服务器, 网络设备, 信息安全, OA, 网络运维",该岗位主要是网络与IT运维、硬件维护和信息安全审计，属于基础数字/IT内容，没有数据分析、算法或AI相关要求，因此判为1分。,expert_prompt_v1_one_ad_per_request
195.0,0.0,银行渠道、业务管理、客户服务、培训,岗位内容主要是银行渠道维护、销售服务和培训管理，没有出现软件、数据、自动化或人工智能相关技术内容。,expert_prompt_v1_one_ad_per_request
196.0,1.0,线上查勘，在线提供解答客户理赔咨询服务，线上/在线服务,岗位主要是保险理赔与远程服务，带有线上作业和在线沟通的数字化服务特征，但未涉及数据分析、算法或AI技术，因此评为基础数字/IT相关的1分。,expert_prompt_v1_one_ad_per_request
197.0,1.0,电子技术、电气、伺服控制、自动化、技术维修,岗位主要是电子/电气与自动化相关技术支持和设备维修，属于基础数字/IT技术相关内容，但没有数据分析、编程或人工智能等更强数字化/AI要求。,expert_prompt_v1_one_ad_per_request
198.0,0.0,,职位主要是陶瓷生产管理/管理培训生，描述中没有软件、数据、自动化、AI或数字化相关要求，仅提到管理理念和统筹能力。,expert_prompt_v1_one_ad_per_request
200.0,0.0,起重吊装、机械设备拆装、吊车、安全技术、索具、吊装方案,岗位内容是起重、吊装和施工安全操作，属于传统特种作业，没有AI、数字化、数据分析或IT相关要求。,expert_prompt_v1_one_ad_per_request
201.0,1.0,熟练操作办公软件,岗位以行政协助和供应链管理为主，没有AI或数据分析内容；仅提到熟练操作办公软件，属于基础数字化/IT使用。,expert_prompt_v1_one_ad_per_request
202.0,1.0,PLC、变频器、简单编程、设备改造升级、能源管理,岗位涉及工业自动化和电气控制技术，包含PLC和简单编程等基础数字/IT相关内容，但没有数据分析、算法或人工智能内容。,expert_prompt_v1_one_ad_per_request
203.0,1.0,运行数据记录、数据检测、监控系统、统计、仪器仪表,岗位主要是厂务设备运维、巡检和统计，包含一些基础数据记录和监控系统使用，但没有数据分析、编程或AI相关内容，属于基础数字/IT应用。,expert_prompt_v1_one_ad_per_request
204.0,1.0,"短视频制作, 视频拍摄和剪辑, 剪辑软件, PS, PR, AE, 3Dmax, C4D, 新媒体平台",岗位主要是新媒体视频制作与剪辑，涉及常见数字工具和软件技能，但没有数据分析、算法或人工智能相关要求，属于基础数字/IT内容。,expert_prompt_v1_one_ad_per_request
205.0,0.0,行政人事管理、文案撰写、招聘、人事管理、组织协调,职位内容主要是行政、人事和管理工作，没有出现软件、数据分析、系统、AI等数字技术相关要求，因此判为0分。,expert_prompt_v1_one_ad_per_request
206.0,1.0,"办公软件, 流程管理, 体系管理, 闭环控制, 综合计划, 会务管理",岗位以企业管理、流程和会务管理为主，明确要求熟练操作办公软件，属于基础数字化/IT使用；未涉及数据分析、编程或AI技术。,expert_prompt_v1_one_ad_per_request
207.0,1.0,"跨境电商, 独立站, 支付, 第三方平台, 营销平台, Google, Facebook, 电商运营, 办公软件, PowerPoint, Excel",岗位主要是跨境电商商务与客户拓展，包含独立站、支付、平台、海外媒体和办公软件等数字化业务元素，但没有数据分析、算法或人工智能相关要求，因此归为基础数字/IT类。,expert_prompt_v1_one_ad_per_request
208.0,1.0,"C++, QT, MFC, STL, Socket, Visual Studio, 数据库技术, 仿真技术, 基础算法",岗位主要是软件开发与维护，涉及C++/QT、调试环境、数据库和仿真等IT/软件技术，但没有明确的数据分析或AI/机器学习内容，属于基础数字技术类。,expert_prompt_v1_one_ad_per_request
209.0,1.0,结算系统、系统需求分析、测试及维护、SQL SERVER、ORACLE、计算机软件/硬件/网络、OFFICE,岗位主要是结算与清算业务，但明确要求使用结算系统、进行系统需求分析/测试/维护，并掌握SQL Server或Oracle数据库及计算机网络知识，属于基础IT/数字化内容，没有AI相关表述。,expert_prompt_v1_one_ad_per_request
210.0,1.0,设备维修、机电一体、电工证、进网证,岗位以设备维修和机电一体化为主，属于基础电气/工业技术类工作，涉及一定的设备和系统维护，但没有数据、软件或AI相关内容，因此判为1。,expert_prompt_v1_one_ad_per_request
211.0,0.0,"设备档案, 设备检修计划, 设备应急维修, 设备管理, 机械/机电一体化, 维修保养",岗位主要是传统设备管理、维修和保养，涉及机械和机电一体化基础知识，但没有软件、数据、自动化系统或AI相关要求，因此判为0。,expert_prompt_v1_one_ad_per_request
212.0,0.0,产品设计、外观设计、宣传文案、沟通,岗位主要是美学/产品外观设计与推广，不涉及软件、数据、系统、算法或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
213.0,0.0,项目前期评估、项目规划、合同文本、风电/太阳能、新能源资源信息,岗位主要是新能源项目开发、评估、谈判和政府关系管理，没有明显的软件、数据分析、自动化或AI相关要求。,expert_prompt_v1_one_ad_per_request
214.0,0.0,"供应链管理, 采购, 管培生, 物流",岗位为采购/供应链管培生，描述主要是任职资格和福利待遇，没有出现软件、数据分析、编程、自动化或AI相关技术内容。,expert_prompt_v1_one_ad_per_request
216.0,0.0,,岗位为行政专员，职责集中在制度执行、文件管理、资质申报、知识产权、质量体系审核、招聘考勤和后勤等人事行政事务，没有出现软件、数据、IT、自动化或AI相关内容。,expert_prompt_v1_one_ad_per_request
217.0,0.0,无明显AI/数字技术关键词；金融、投融资、证券、销售、项目管理,岗位主要是证券营业部的财富/投融资业务拓展与客户维护，不涉及软件、数据分析、自动化或人工智能等数字技术内容，因此判为0。,expert_prompt_v1_one_ad_per_request
218.0,1.0,"ERP系统, 库存数据, 仓库数据更新, 库存日报表",岗位以仓储管理为主，但明确要求使用ERP系统更新仓库数据、整理库存报表，属于基础数字化/信息系统应用，不涉及数据分析或AI技术。,expert_prompt_v1_one_ad_per_request
219.0,0.0,"系统分析方法, 规划能力, 数学, 统计, 精算",岗位主要是品牌宣传、公关和企业文化建设，没有软件、数据分析、编程、AI或数字化系统相关要求；提到的数学/统计/精算和系统分析方法更多是通用能力或专业背景，不构成明显数字技术内容。,expert_prompt_v1_one_ad_per_request
220.0,1.0,"系统运维, DRP, OMS, 桌面运维, 服务器网络运维, 监控故障报修, 数字化",岗位以系统运维、业务系统支持和服务器/网络维护为主，属于基础IT与企业数字化相关工作，没有出现数据分析或AI/机器学习等更高级技术内容。,expert_prompt_v1_one_ad_per_request
221.0,0.0,工艺控制参数、生产过程控制、新工艺调试、品质改善,岗位内容主要是工艺优化、生产过程控制和质量改善，属于传统制造/工艺工程，不涉及明显的数字化、数据分析或人工智能技术。,expert_prompt_v1_one_ad_per_request
222.0,1.0,线上化建设、风险定价、风控体系、辅助驾驶、新能源领域新技术研究,岗位涉及新能源、辅助驾驶相关的新技术研究，以及风控体系和线上化建设，体现一定数字化/IT化倾向，但没有明确的数据分析、编程或AI模型内容，因此判为1。,expert_prompt_v1_one_ad_per_request
223.0,0.0,"人才数据库, 网络招聘, 人才市场, 校园招聘, 猎头, 招聘渠道",岗位核心是人力资源招聘与事务性管理，提到的人才数据库和网络招聘属于常规招聘数字化工具，不涉及数据分析、编程或AI技术，因此判为0。,expert_prompt_v1_one_ad_per_request
224.0,0.0,无明显AI/数字化关键词；车险续保、客户服务、业绩提成、培训,岗位主要是保险续保与客户服务管理培训生，没有涉及软件、数据、自动化、AI或数字化技术内容。,expert_prompt_v1_one_ad_per_request
225.0,0.0,无明显AI/数字化关键词；车险续保；基础岗位；专业技能辅导,该岗位主要是保险续保与客户服务、管理培训生方向，没有涉及软件、数据分析、系统、自动化或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
226.0,1.0,计算机硬件、网络维护、路由器、交换机、防火墙、Win7/Win10、服务器、打印机、安装与维护,职位主要是基础IT/数字化运维工作，涉及电脑、网络设备、操作系统和服务器的安装维护，但没有数据分析或人工智能相关内容，因此评为1。,expert_prompt_v1_one_ad_per_request
227.0,0.0,车险理赔、案件勘验、损失核定、现场调查,岗位内容主要是保险理赔、现场勘验和调查服务，不涉及AI、数据分析或数字化技术要求，因此判为0。,expert_prompt_v1_one_ad_per_request
228.0,1.0,办公软件、制图软件、产品研发工作流程,岗位主要是机械/模具和产品结构设计，属于传统工程类工作；描述中仅提到办公软件和制图软件等基础数字工具，没有数据分析、编程或AI相关内容，因此判为1分。,expert_prompt_v1_one_ad_per_request
229.0,0.0,互联网文案、社会化营销、创意分享,岗位主要是创意文案与营销内容撰写，未涉及软件、数据分析、算法或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
231.0,0.0,,职位为年金客户经理，描述主要是销售/客户服务、团队管理和保险福利信息，没有出现软件、数据、IT、AI或数字化相关内容。,expert_prompt_v1_one_ad_per_request
232.0,0.0,无AI/数字化相关关键词；代理商开发、销售、回款、市场信息收集,该岗位主要是区域销售和招商管理职责，没有涉及软件、数据分析、系统、云计算、算法或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
233.0,1.0,办公室软件,职位要求熟练使用办公室软件，属于基础数字/IT工具使用，但没有数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
234.0,0.0,系统预估录入、查勘报告、调查报告、理赔、诉讼,岗位主要是法学、理赔查勘和诉讼相关工作，没有明显的AI、数据分析、编程或数字化技术要求；提到“系统录入”仅属于日常业务系统操作，不能算作数字技术内容。,expert_prompt_v1_one_ad_per_request
235.0,0.0,,岗位内容主要是生物/制药相关的细胞培养、蛋白纯化、制剂等技术工作，没有出现软件、数据、自动化、AI或数字化相关要求。,expert_prompt_v1_one_ad_per_request
237.0,1.0,数据统计分析,岗位描述包含数据统计分析，属于基础数字化/数据处理内容，但未涉及AI、机器学习或更高级的数据技术。,expert_prompt_v1_one_ad_per_request
238.0,1.0,"物联网监控技术, 自然灾害监测预警技术, 风险管理培训, 风控技术发掘与推动",岗位以风险评估、核保和风险减量服务为主，带有少量数字化/技术应用内容，明确提到物联网监控和监测预警技术，但没有AI、机器学习等明显人工智能要求，因此判为1分。,expert_prompt_v1_one_ad_per_request
239.0,0.0,"行政后勤, 办公设施设备, 物业管理, 台账, 培训记录",岗位内容主要是行政后勤、物业、接待、证照和安全管理，没有出现明显的数字化、IT或AI相关要求。,expert_prompt_v1_one_ad_per_request
240.0,1.0,"实验室管理, ISO17025, 数据汇总分析, 仪器设备维护, 报告编写",岗位以食品理化/微生物检测和实验室管理为主，涉及检验报告、数据汇总分析和仪器设备维护，属于基础数字化/信息化工作，但没有数据分析技术、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
241.0,1.0,天正、AUTOCAD、制图软件,职位要求熟练使用建筑制图软件，属于基础数字化/IT工具使用，但没有数据分析、算法或AI相关内容。,expert_prompt_v1_one_ad_per_request
242.0,1.0,自动化设备、非标自动化、调试、AutoCAD、传感器、气动、液压,岗位涉及自动化设备装配、调试和AutoCAD制图，属于基础数字/工业技术内容；未出现数据分析或人工智能等更高阶AI关键词。,expert_prompt_v1_one_ad_per_request
